,No correction,,ECP2,,ECP6,,SAFER_32,,PAYG,,FREE-p,,Aegis 9x61,,Zombie_XOR,,RIDER,,RIDER + FREE-p,,RIDER + ECP4,,RIDER-XOR,,RIDER-XOR + ECP4,,RIDER + Aegis 17x31
1.94E+08,69.6,3.44E+08,108.85,1.72E+07,101.07,1.80E+07,102.17,1.38E+09,106.1,1.38E+09,100.53,3.39E+07,98.855,3.36E+07,99.383,1.38E+09,98.07,1.38E+09,100.53,3.44E+08,101.62,3.38E+07,107.6,3.38E+07,100.45,3.36E+07,101.55
1.96E+08,69.1,3.48E+08,108.85,1.74E+07,101.07,1.83E+07,102.17,1.39E+09,106.1,1.39E+09,100.53,3.43E+07,98.855,3.40E+07,99.383,1.39E+09,97.857,1.39E+09,100.53,3.48E+08,101.62,3.42E+07,107.59,3.41E+07,100.45,3.40E+07,101.55
1.98E+08,68.6,3.52E+08,108.85,1.76E+07,101.07,1.85E+07,102.17,1.41E+09,106.1,1.41E+09,100.53,3.47E+07,98.855,3.44E+07,99.383,1.41E+09,97.697,1.41E+09,100.53,3.52E+08,101.62,3.46E+07,107.59,3.45E+07,100.45,3.44E+07,101.55
2.00E+08,68.1,3.55E+08,108.85,1.78E+07,101.07,1.87E+07,102.17,1.42E+09,106.1,1.42E+09,100.53,3.50E+07,98.855,3.48E+07,99.383,1.42E+09,97.457,1.42E+09,100.53,3.55E+08,101.62,3.49E+07,107.59,3.49E+07,100.45,3.48E+07,101.55
2.03E+08,67.6,3.59E+08,108.85,1.80E+07,101.07,1.89E+07,102.17,1.44E+09,106.1,1.44E+09,100.53,3.54E+07,98.855,3.52E+07,99.383,1.44E+09,97.323,1.44E+09,100.53,3.59E+08,101.62,3.53E+07,107.59,3.53E+07,100.45,3.52E+07,101.55
2.05E+08,67.1,3.63E+08,108.85,1.82E+07,101.07,1.91E+07,102.17,1.45E+09,106.1,1.45E+09,100.53,3.58E+07,98.855,3.55E+07,99.383,1.45E+09,97.137,1.45E+09,100.53,3.63E+08,101.62,3.57E+07,107.58,3.57E+07,100.45,3.56E+07,101.55
2.07E+08,66.6,3.67E+08,108.85,1.84E+07,101.07,1.93E+07,102.17,1.47E+09,106.1,1.47E+09,100.53,3.62E+07,98.855,3.59E+07,99.383,1.47E+09,96.897,1.47E+09,100.53,3.67E+08,101.62,3.61E+07,107.58,3.61E+07,100.45,3.59E+07,101.55
2.09E+08,66.1,3.71E+08,108.85,1.86E+07,101.07,1.95E+07,102.17,1.48E+09,106.1,1.48E+09,100.53,3.66E+07,98.855,3.63E+07,99.383,1.48E+09,96.736,1.48E+09,100.53,3.71E+08,101.62,3.65E+07,107.58,3.65E+07,100.45,3.63E+07,101.55
2.11E+08,65.6,3.75E+08,108.85,1.88E+07,101.07,1.97E+07,102.17,1.50E+09,106.1,1.50E+09,100.53,3.70E+07,98.855,3.67E+07,99.383,1.50E+09,96.55,1.50E+09,100.53,3.75E+08,101.62,3.69E+07,107.57,3.68E+07,100.45,3.67E+07,101.55
2.14E+08,65.1,3.79E+08,108.85,1.89E+07,101.07,1.99E+07,102.17,1.52E+09,106.1,1.52E+09,100.53,3.74E+07,98.855,3.71E+07,99.383,1.52E+09,96.336,1.52E+09,100.53,3.79E+08,101.62,3.73E+07,107.56,3.72E+07,100.45,3.71E+07,101.55
2.16E+08,64.6,3.83E+08,108.85,1.91E+07,101.07,2.01E+07,102.17,1.53E+09,106.1,1.53E+09,100.53,3.77E+07,98.855,3.75E+07,99.383,1.53E+09,96.096,1.53E+09,100.53,3.83E+08,101.62,3.76E+07,107.56,3.76E+07,100.45,3.75E+07,101.55
2.18E+08,64.1,3.87E+08,108.85,1.93E+07,101.07,2.03E+07,102.17,1.55E+09,106.1,1.55E+09,100.53,3.81E+07,98.855,3.79E+07,99.383,1.55E+09,95.963,1.55E+09,100.53,3.87E+08,101.62,3.80E+07,107.55,3.80E+07,100.45,3.79E+07,101.55
2.20E+08,63.6,3.91E+08,108.85,1.95E+07,101.07,2.05E+07,102.17,1.56E+09,106.1,1.56E+09,100.53,3.85E+07,98.855,3.83E+07,99.383,1.56E+09,95.616,1.56E+09,100.53,3.91E+08,101.62,3.84E+07,107.55,3.84E+07,100.45,3.83E+07,101.55
2.22E+08,63.1,3.95E+08,108.85,1.97E+07,101.07,2.07E+07,102.17,1.58E+09,106.1,1.58E+09,100.53,3.89E+07,98.855,3.86E+07,99.383,1.58E+09,95.536,1.58E+09,100.53,3.95E+08,101.62,3.88E+07,107.54,3.88E+07,100.45,3.86E+07,101.55
2.25E+08,62.6,3.98E+08,108.85,1.99E+07,101.07,2.09E+07,102.17,1.59E+09,106.1,1.59E+09,100.53,3.93E+07,98.855,3.90E+07,99.383,1.59E+09,95.322,1.59E+09,100.53,3.98E+08,101.62,3.92E+07,107.54,3.92E+07,100.45,3.90E+07,101.55
2.27E+08,62.1,4.02E+08,108.85,2.01E+07,101.07,2.11E+07,102.17,1.61E+09,106.1,1.61E+09,100.53,3.97E+07,98.855,3.94E+07,99.383,1.61E+09,95.029,1.61E+09,100.53,4.02E+08,101.62,3.96E+07,107.53,3.95E+07,100.45,3.94E+07,101.55
2.29E+08,61.6,4.06E+08,108.85,2.03E+07,101.07,2.13E+07,102.17,1.63E+09,106.1,1.63E+09,100.53,4.01E+07,98.855,3.98E+07,99.383,1.63E+09,94.709,1.63E+09,100.53,4.06E+08,101.62,4.00E+07,107.53,3.99E+07,100.45,3.98E+07,101.55
2.31E+08,61.1,4.10E+08,108.85,2.05E+07,101.07,2.15E+07,102.17,1.64E+09,106.1,1.64E+09,100.53,4.04E+07,98.855,4.02E+07,99.383,1.64E+09,94.335,1.64E+09,100.53,4.10E+08,101.62,4.03E+07,107.52,4.03E+07,100.45,4.02E+07,101.55
2.33E+08,60.6,4.14E+08,108.85,2.07E+07,101.07,2.17E+07,102.17,1.66E+09,106.1,1.66E+09,100.53,4.08E+07,98.855,4.06E+07,99.383,1.66E+09,94.122,1.66E+09,100.53,4.14E+08,101.62,4.07E+07,107.52,4.07E+07,100.45,4.06E+07,101.55
2.36E+08,60.1,4.18E+08,108.85,2.09E+07,101.07,2.19E+07,102.17,1.67E+09,106.1,1.67E+09,100.53,4.12E+07,98.855,4.10E+07,99.383,1.67E+09,93.962,1.67E+09,100.53,4.18E+08,101.62,4.11E+07,107.52,4.11E+07,100.45,4.10E+07,101.55
2.38E+08,59.6,4.22E+08,108.85,2.11E+07,101.07,2.21E+07,102.17,1.69E+09,106.1,1.69E+09,100.53,4.16E+07,98.855,4.13E+07,99.383,1.69E+09,93.508,1.69E+09,100.53,4.22E+08,101.62,4.15E+07,107.52,4.15E+07,100.45,4.13E+07,101.55
2.40E+08,59.1,4.26E+08,108.85,2.13E+07,101.07,2.24E+07,102.17,1.70E+09,106.1,1.70E+09,100.53,4.20E+07,98.855,4.17E+07,99.383,1.70E+09,93.375,1.70E+09,100.53,4.26E+08,101.62,4.19E+07,107.51,4.19E+07,100.45,4.17E+07,101.55
2.42E+08,58.6,4.30E+08,108.85,2.15E+07,101.07,2.26E+07,102.17,1.72E+09,106.1,1.72E+09,100.53,4.24E+07,98.855,4.21E+07,99.383,1.72E+09,93.081,1.72E+09,100.53,4.30E+08,101.62,4.23E+07,107.5,4.22E+07,100.45,4.21E+07,101.55
2.44E+08,58.1,4.34E+08,108.85,2.17E+07,101.07,2.28E+07,102.17,1.73E+09,106.1,1.73E+09,100.53,4.28E+07,98.855,4.25E+07,99.383,1.73E+09,92.761,1.73E+09,100.53,4.34E+08,101.62,4.27E+07,107.5,4.26E+07,100.45,4.25E+07,101.55
2.47E+08,57.6,4.38E+08,108.85,2.19E+07,101.07,2.30E+07,102.17,1.75E+09,106.1,1.75E+09,100.53,4.31E+07,98.855,4.29E+07,99.383,1.75E+09,92.521,1.75E+09,100.53,4.38E+08,101.62,4.31E+07,107.5,4.30E+07,100.45,4.29E+07,101.55
2.49E+08,57.1,4.41E+08,108.85,2.21E+07,101.07,2.32E+07,102.17,1.77E+09,106.1,1.77E+09,100.53,4.35E+07,98.855,4.33E+07,99.383,1.77E+09,92.148,1.77E+09,100.53,4.41E+08,101.62,4.34E+07,107.5,4.34E+07,100.45,4.33E+07,101.55
2.51E+08,56.6,4.45E+08,108.85,2.23E+07,101.07,2.34E+07,102.17,1.78E+09,106.1,1.78E+09,100.53,4.39E+07,98.855,4.37E+07,99.383,1.78E+09,91.908,1.78E+09,100.53,4.45E+08,101.62,4.38E+07,107.49,4.38E+07,100.45,4.37E+07,101.55
2.53E+08,56.1,4.49E+08,108.85,2.25E+07,101.07,2.36E+07,102.17,1.80E+09,106.1,1.80E+09,100.53,4.43E+07,98.855,4.40E+07,99.383,1.80E+09,91.641,1.80E+09,100.53,4.49E+08,101.62,4.42E+07,107.49,4.42E+07,100.45,4.40E+07,101.55
2.56E+08,55.6,4.53E+08,108.85,2.27E+07,101.07,2.38E+07,102.17,1.81E+09,106.1,1.81E+09,100.53,4.47E+07,98.855,4.44E+07,99.383,1.81E+09,91.427,1.81E+09,100.53,4.53E+08,101.62,4.46E+07,107.49,4.46E+07,100.45,4.44E+07,101.55
2.58E+08,55.1,4.57E+08,108.85,2.29E+07,101.07,2.40E+07,102.17,1.83E+09,106.1,1.83E+09,100.53,4.51E+07,98.855,4.48E+07,99.383,1.83E+09,91.134,1.83E+09,100.53,4.57E+08,101.62,4.50E+07,107.48,4.50E+07,100.45,4.48E+07,101.55
2.60E+08,54.6,4.61E+08,108.85,2.30E+07,101.07,2.42E+07,102.17,1.84E+09,106.1,1.84E+09,100.53,4.55E+07,98.855,4.52E+07,99.383,1.84E+09,90.68,1.84E+09,100.53,4.61E+08,101.62,4.54E+07,107.48,4.53E+07,100.45,4.52E+07,101.55
2.62E+08,54.1,4.65E+08,108.85,2.32E+07,101.07,2.44E+07,102.17,1.86E+09,106.1,1.86E+09,100.53,4.59E+07,98.855,4.56E+07,99.383,1.86E+09,90.2,1.86E+09,100.53,4.65E+08,101.62,4.58E+07,107.48,4.57E+07,100.45,4.56E+07,101.55
2.64E+08,53.6,4.69E+08,108.85,2.34E+07,101.07,2.46E+07,102.17,1.88E+09,106.1,1.88E+09,100.53,4.62E+07,98.855,4.60E+07,99.383,1.88E+09,89.693,1.88E+09,100.53,4.69E+08,101.62,4.61E+07,107.48,4.61E+07,100.45,4.60E+07,101.55
2.67E+08,53.1,4.73E+08,108.85,2.36E+07,101.07,2.48E+07,102.17,1.89E+09,106.1,1.89E+09,100.53,4.66E+07,98.855,4.64E+07,99.383,1.89E+09,89.266,1.89E+09,100.53,4.73E+08,101.62,4.65E+07,107.47,4.65E+07,100.45,4.64E+07,101.55
2.69E+08,52.6,4.77E+08,108.85,2.38E+07,101.07,2.50E+07,102.17,1.91E+09,106.1,1.91E+09,100.53,4.70E+07,98.855,4.67E+07,99.383,1.91E+09,88.893,1.91E+09,100.53,4.77E+08,101.62,4.69E+07,107.46,4.69E+07,100.45,4.68E+07,101.55
2.71E+08,52.1,4.80E+08,108.85,2.40E+07,101.07,2.52E+07,102.17,1.92E+09,106.1,1.92E+09,100.53,4.74E+07,98.855,4.71E+07,99.383,1.92E+09,88.493,1.92E+09,100.53,4.80E+08,101.62,4.73E+07,107.46,4.73E+07,100.45,4.71E+07,101.55
2.73E+08,51.6,4.84E+08,108.85,2.42E+07,101.07,2.54E+07,102.17,1.94E+09,106.1,1.94E+09,100.53,4.78E+07,98.855,4.75E+07,99.383,1.94E+09,87.933,1.94E+09,100.53,4.84E+08,101.62,4.77E+07,107.46,4.77E+07,100.45,4.75E+07,101.55
2.75E+08,51.1,4.88E+08,108.85,2.44E+07,101.07,2.56E+07,102.17,1.95E+09,106.1,1.95E+09,100.53,4.82E+07,98.855,4.79E+07,99.383,1.95E+09,87.506,1.95E+09,100.53,4.88E+08,101.62,4.81E+07,107.45,4.80E+07,100.45,4.79E+07,101.55
2.78E+08,50.6,4.92E+08,108.85,2.46E+07,101.07,2.58E+07,102.17,1.97E+09,106.1,1.97E+09,100.53,4.86E+07,98.855,4.83E+07,99.383,1.97E+09,87.105,1.97E+09,100.53,4.92E+08,101.62,4.85E+07,107.44,4.84E+07,100.45,4.83E+07,101.55
2.80E+08,50.1,4.96E+08,108.85,2.48E+07,101.07,2.60E+07,102.17,1.98E+09,106.1,1.98E+09,100.53,4.89E+07,98.855,4.87E+07,99.383,1.98E+09,86.812,1.98E+09,100.53,4.96E+08,101.62,4.88E+07,107.44,4.88E+07,100.45,4.87E+07,101.55
2.82E+08,49.6,5.00E+08,108.85,2.50E+07,101.07,2.63E+07,102.17,2.00E+09,106.1,2.00E+09,100.53,4.93E+07,98.855,4.91E+07,99.383,2.00E+09,86.412,2.00E+09,100.53,5.00E+08,101.62,4.92E+07,107.44,4.92E+07,100.45,4.91E+07,101.55
2.84E+08,49.1,5.04E+08,108.85,2.52E+07,101.07,2.65E+07,102.17,2.02E+09,106.1,2.02E+09,100.53,4.97E+07,98.855,4.95E+07,99.383,2.02E+09,85.932,2.02E+09,100.53,5.04E+08,101.62,4.96E+07,107.44,4.96E+07,100.45,4.95E+07,101.55
2.86E+08,48.6,5.08E+08,108.85,2.54E+07,101.07,2.67E+07,102.17,2.03E+09,106.1,2.03E+09,100.53,5.01E+07,98.855,4.98E+07,99.383,2.03E+09,85.345,2.03E+09,100.53,5.08E+08,101.62,5.00E+07,107.43,5.00E+07,100.45,4.98E+07,101.55
2.89E+08,48.1,5.12E+08,108.85,2.56E+07,101.07,2.69E+07,102.17,2.05E+09,106.1,2.05E+09,100.53,5.05E+07,98.855,5.02E+07,99.383,2.05E+09,84.704,2.05E+09,100.53,5.12E+08,101.62,5.04E+07,107.43,5.04E+07,100.45,5.02E+07,101.55
2.91E+08,47.6,5.16E+08,108.85,2.58E+07,101.07,2.71E+07,102.17,2.06E+09,106.1,2.06E+09,100.53,5.09E+07,98.855,5.06E+07,99.383,2.06E+09,84.304,2.06E+09,100.53,5.16E+08,101.62,5.08E+07,107.42,5.07E+07,100.45,5.06E+07,101.55
2.93E+08,47.1,5.20E+08,108.85,2.60E+07,101.07,2.73E+07,102.17,2.08E+09,106.1,2.08E+09,100.53,5.13E+07,98.855,5.10E+07,99.383,2.08E+09,83.824,2.08E+09,100.53,5.20E+08,101.62,5.12E+07,107.42,5.11E+07,100.45,5.10E+07,101.55
2.95E+08,46.6,5.23E+08,108.85,2.62E+07,101.07,2.75E+07,102.17,2.09E+09,106.1,2.09E+09,100.53,5.16E+07,98.855,5.14E+07,99.383,2.09E+09,83.237,2.09E+09,100.53,5.23E+08,101.62,5.15E+07,107.42,5.15E+07,100.45,5.14E+07,101.55
2.97E+08,46.1,5.27E+08,108.85,2.64E+07,101.07,2.77E+07,102.17,2.11E+09,106.1,2.11E+09,100.53,5.20E+07,98.855,5.18E+07,99.383,2.11E+09,82.73,2.11E+09,100.53,5.27E+08,101.62,5.19E+07,107.42,5.19E+07,100.45,5.18E+07,101.55
3.00E+08,45.6,5.31E+08,108.85,2.66E+07,101.07,2.79E+07,102.17,2.13E+09,106.1,2.13E+09,100.53,5.24E+07,98.855,5.22E+07,99.383,2.13E+09,82.09,2.13E+09,100.53,5.31E+08,101.62,5.23E+07,107.42,5.23E+07,100.45,5.22E+07,101.55
3.02E+08,45.1,5.35E+08,108.85,2.68E+07,101.07,2.81E+07,102.17,2.14E+09,106.1,2.14E+09,100.53,5.28E+07,98.855,5.25E+07,99.383,2.14E+09,81.77,2.14E+09,100.53,5.35E+08,101.62,5.27E+07,107.41,5.27E+07,100.45,5.25E+07,101.55
3.04E+08,44.6,5.39E+08,108.85,2.70E+07,101.07,2.83E+07,102.17,2.16E+09,106.1,2.16E+09,100.53,5.32E+07,98.855,5.29E+07,99.383,2.16E+09,81.076,2.16E+09,100.53,5.39E+08,101.62,5.31E+07,107.41,5.31E+07,100.45,5.29E+07,101.55
3.06E+08,44.1,5.43E+08,108.85,2.71E+07,101.07,2.85E+07,102.17,2.17E+09,106.1,2.17E+09,100.53,5.36E+07,98.855,5.33E+07,99.383,2.17E+09,80.543,2.17E+09,100.53,5.43E+08,101.62,5.35E+07,107.41,5.34E+07,100.45,5.33E+07,101.55
3.08E+08,43.6,5.47E+08,108.85,2.73E+07,101.07,2.87E+07,102.17,2.19E+09,106.1,2.19E+09,100.53,5.40E+07,98.855,5.37E+07,99.383,2.19E+09,80.249,2.19E+09,100.53,5.47E+08,101.62,5.39E+07,107.4,5.38E+07,100.45,5.37E+07,101.55
3.11E+08,43.1,5.51E+08,108.85,2.75E+07,101.07,2.89E+07,102.17,2.20E+09,106.1,2.20E+09,100.53,5.43E+07,98.855,5.41E+07,99.383,2.20E+09,79.555,2.20E+09,100.53,5.51E+08,101.62,5.43E+07,107.4,5.42E+07,100.45,5.41E+07,101.55
3.13E+08,42.6,5.55E+08,108.85,2.77E+07,101.07,2.91E+07,102.17,2.22E+09,106.1,2.22E+09,100.53,5.47E+07,98.855,5.45E+07,99.383,2.22E+09,78.835,2.22E+09,100.53,5.55E+08,101.62,5.46E+07,107.4,5.46E+07,100.45,5.45E+07,101.55
3.15E+08,42.1,5.59E+08,108.85,2.79E+07,101.07,2.93E+07,102.17,2.23E+09,106.1,2.23E+09,100.53,5.51E+07,98.855,5.49E+07,99.383,2.23E+09,78.302,2.23E+09,100.53,5.59E+08,101.62,5.50E+07,107.39,5.50E+07,100.45,5.49E+07,101.55
3.17E+08,41.6,5.63E+08,108.85,2.81E+07,101.07,2.95E+07,102.17,2.25E+09,106.1,2.25E+09,100.53,5.55E+07,98.855,5.52E+07,99.383,2.25E+09,77.661,2.25E+09,100.53,5.63E+08,101.62,5.54E+07,107.39,5.54E+07,100.45,5.52E+07,101.55
3.19E+08,41.1,5.66E+08,108.85,2.83E+07,101.07,2.97E+07,102.17,2.27E+09,106.1,2.27E+09,100.53,5.59E+07,98.855,5.56E+07,99.383,2.27E+09,76.968,2.27E+09,100.53,5.66E+08,101.62,5.58E+07,107.39,5.58E+07,100.45,5.56E+07,101.55
3.22E+08,40.6,5.70E+08,108.85,2.85E+07,101.07,2.99E+07,102.17,2.28E+09,106.1,2.28E+09,100.53,5.63E+07,98.855,5.60E+07,99.383,2.28E+09,76.327,2.28E+09,100.53,5.70E+08,101.62,5.62E+07,107.38,5.62E+07,100.45,5.60E+07,101.55
3.24E+08,40.1,5.74E+08,108.85,2.87E+07,101.07,3.01E+07,102.17,2.30E+09,106.1,2.30E+09,100.53,5.67E+07,98.855,5.64E+07,99.383,2.30E+09,75.554,2.30E+09,100.53,5.74E+08,101.62,5.66E+07,107.39,5.65E+07,100.45,5.64E+07,101.55
3.26E+08,39.6,5.78E+08,108.85,2.89E+07,101.07,3.04E+07,102.17,2.31E+09,106.1,2.31E+09,100.53,5.71E+07,98.855,5.68E+07,99.383,2.31E+09,74.967,2.31E+09,100.53,5.78E+08,101.62,5.70E+07,107.38,5.69E+07,100.45,5.68E+07,101.55
3.28E+08,39.1,5.82E+08,108.85,2.91E+07,101.07,3.06E+07,102.17,2.33E+09,106.1,2.33E+09,100.53,5.74E+07,98.855,5.72E+07,99.383,2.33E+09,74.113,2.33E+09,100.53,5.82E+08,101.62,5.73E+07,107.39,5.73E+07,100.45,5.72E+07,101.55
3.30E+08,38.6,5.86E+08,108.85,2.93E+07,101.07,3.08E+07,102.17,2.34E+09,106.1,2.34E+09,100.53,5.78E+07,98.855,5.76E+07,99.383,2.34E+09,73.633,2.34E+09,100.53,5.86E+08,101.62,5.77E+07,107.38,5.77E+07,100.45,5.76E+07,101.55
3.33E+08,38.1,5.90E+08,108.85,2.95E+07,101.07,3.10E+07,102.17,2.36E+09,106.1,2.36E+09,100.53,5.82E+07,98.855,5.79E+07,99.383,2.36E+09,73.046,2.36E+09,100.53,5.90E+08,101.62,5.81E+07,107.38,5.81E+07,100.45,5.80E+07,101.55
3.35E+08,37.6,5.94E+08,108.85,2.97E+07,101.07,3.12E+07,102.17,2.38E+09,106.1,2.38E+09,100.53,5.86E+07,98.855,5.83E+07,99.383,2.38E+09,72.192,2.38E+09,100.53,5.94E+08,101.62,5.85E+07,107.38,5.85E+07,100.45,5.83E+07,101.55
3.37E+08,37.1,5.98E+08,108.85,2.99E+07,101.07,3.14E+07,102.17,2.39E+09,106.1,2.39E+09,100.53,5.90E+07,98.855,5.87E+07,99.383,2.39E+09,71.365,2.39E+09,100.53,5.98E+08,101.62,5.89E+07,107.37,5.89E+07,100.45,5.87E+07,101.55
3.39E+08,36.6,6.02E+08,108.85,3.01E+07,101.07,3.16E+07,102.17,2.41E+09,106.1,2.41E+09,100.53,5.94E+07,98.855,5.91E+07,99.383,2.41E+09,70.458,2.41E+09,100.53,6.02E+08,101.62,5.93E+07,107.37,5.92E+07,100.45,5.91E+07,101.55
3.41E+08,36.1,6.05E+08,108.85,3.03E+07,101.07,3.18E+07,102.17,2.42E+09,106.1,2.42E+09,100.53,5.98E+07,98.855,5.95E+07,99.383,2.42E+09,69.951,2.42E+09,100.53,6.05E+08,101.62,5.97E+07,107.36,5.96E+07,100.45,5.95E+07,101.55
3.44E+08,35.6,6.09E+08,108.85,3.05E+07,101.07,3.20E+07,102.17,2.44E+09,106.1,2.44E+09,100.53,6.01E+07,98.855,5.99E+07,99.383,2.44E+09,69.231,2.44E+09,100.53,6.09E+08,101.62,6.00E+07,107.36,6.00E+07,100.45,5.99E+07,101.55
3.46E+08,35.1,6.13E+08,108.85,3.07E+07,101.07,3.22E+07,102.17,2.45E+09,106.1,2.45E+09,100.53,6.05E+07,98.855,6.03E+07,99.383,2.45E+09,68.324,2.45E+09,100.53,6.13E+08,101.62,6.04E+07,107.35,6.04E+07,100.45,6.03E+07,101.55
3.48E+08,34.6,6.17E+08,108.85,3.09E+07,101.07,3.24E+07,102.17,2.47E+09,106.1,2.47E+09,100.53,6.09E+07,98.855,6.06E+07,99.383,2.47E+09,67.257,2.47E+09,100.53,6.17E+08,101.62,6.08E+07,107.35,6.08E+07,100.45,6.07E+07,101.55
3.50E+08,34.1,6.21E+08,108.85,3.11E+07,101.07,3.26E+07,102.17,2.48E+09,106.1,2.48E+09,100.53,6.13E+07,98.855,6.10E+07,99.383,2.48E+09,66.35,2.48E+09,100.53,6.21E+08,101.62,6.12E+07,107.35,6.12E+07,100.45,6.10E+07,101.55
3.52E+08,33.6,6.25E+08,108.85,3.13E+07,101.07,3.28E+07,102.17,2.50E+09,106.1,2.50E+09,100.53,6.17E+07,98.855,6.14E+07,99.383,2.50E+09,65.736,2.50E+09,100.53,6.25E+08,101.62,6.16E+07,107.34,6.16E+07,100.45,6.14E+07,101.55
3.55E+08,33.1,6.29E+08,108.85,3.14E+07,101.07,3.30E+07,102.17,2.52E+09,106.1,2.52E+09,100.53,6.21E+07,98.855,6.18E+07,99.383,2.52E+09,64.882,2.52E+09,100.53,6.29E+08,101.62,6.20E+07,107.34,6.19E+07,100.45,6.18E+07,101.55
3.57E+08,32.6,6.33E+08,108.85,3.16E+07,101.07,3.32E+07,102.17,2.53E+09,106.1,2.53E+09,100.53,6.25E+07,98.855,6.22E+07,99.383,2.53E+09,63.895,2.53E+09,100.53,6.33E+08,101.62,6.24E+07,107.34,6.23E+07,100.45,6.22E+07,101.55
3.59E+08,32.1,6.37E+08,108.85,3.18E+07,101.07,3.34E+07,102.17,2.55E+09,106.1,2.55E+09,100.53,6.28E+07,98.855,6.26E+07,99.383,2.55E+09,62.535,2.55E+09,100.53,6.37E+08,101.62,6.27E+07,107.33,6.27E+07,100.45,6.26E+07,101.55
3.61E+08,31.6,6.41E+08,108.85,3.20E+07,101.07,3.36E+07,102.17,2.56E+09,106.1,2.56E+09,100.53,6.32E+07,98.855,6.30E+07,99.383,2.56E+09,61.574,2.56E+09,100.53,6.41E+08,101.62,6.31E+07,107.33,6.31E+07,100.45,6.30E+07,101.55
3.63E+08,31.1,6.45E+08,108.85,3.22E+07,101.07,3.38E+07,102.17,2.58E+09,106.1,2.58E+09,100.53,6.36E+07,98.855,6.34E+07,99.383,2.58E+09,60.667,2.58E+09,100.53,6.45E+08,101.62,6.35E+07,107.33,6.35E+07,100.45,6.34E+07,101.55
3.66E+08,30.6,6.48E+08,108.85,3.24E+07,101.07,3.40E+07,102.17,2.59E+09,106.1,2.59E+09,100.53,6.40E+07,98.855,6.37E+07,99.383,2.59E+09,59.733,2.59E+09,100.53,6.48E+08,101.62,6.39E+07,107.33,6.39E+07,100.45,6.37E+07,101.55
3.68E+08,30.1,6.52E+08,108.85,3.26E+07,101.07,3.42E+07,102.17,2.61E+09,106.1,2.61E+09,100.53,6.44E+07,98.855,6.41E+07,99.383,2.61E+09,58.479,2.61E+09,100.53,6.52E+08,101.62,6.43E+07,107.33,6.43E+07,100.45,6.41E+07,101.55
3.70E+08,29.6,6.56E+08,108.85,3.28E+07,101.07,3.45E+07,102.17,2.63E+09,106.1,2.63E+09,100.53,6.48E+07,98.855,6.45E+07,99.383,2.63E+09,57.439,2.63E+09,100.53,6.56E+08,101.62,6.47E+07,107.33,6.46E+07,100.45,6.45E+07,101.55
3.72E+08,29.1,6.60E+08,108.85,3.30E+07,101.07,3.47E+07,102.17,2.64E+09,106.1,2.64E+09,100.53,6.52E+07,98.855,6.49E+07,99.383,2.64E+09,56.318,2.64E+09,100.53,6.60E+08,101.62,6.51E+07,107.32,6.50E+07,100.45,6.49E+07,101.55
3.74E+08,28.6,6.64E+08,108.85,3.32E+07,101.07,3.49E+07,102.17,2.66E+09,106.1,2.66E+09,100.53,6.55E+07,98.855,6.53E+07,99.383,2.66E+09,55.198,2.66E+09,100.53,6.64E+08,101.62,6.54E+07,107.32,6.54E+07,100.45,6.53E+07,101.55
3.77E+08,28.1,6.68E+08,108.85,3.34E+07,101.07,3.51E+07,102.17,2.67E+09,106.1,2.67E+09,100.53,6.59E+07,98.855,6.57E+07,99.383,2.67E+09,53.971,2.67E+09,100.53,6.68E+08,101.62,6.58E+07,107.31,6.58E+07,100.45,6.57E+07,101.55
3.79E+08,27.6,6.72E+08,108.85,3.36E+07,101.07,3.53E+07,102.17,2.69E+09,106.1,2.69E+09,100.53,6.63E+07,98.855,6.61E+07,99.383,2.69E+09,52.797,2.69E+09,100.53,6.72E+08,101.62,6.62E+07,107.31,6.62E+07,100.45,6.61E+07,101.55
3.81E+08,27.1,6.76E+08,108.85,3.38E+07,101.07,3.55E+07,102.17,2.70E+09,106.1,2.70E+09,100.53,6.67E+07,98.855,6.64E+07,99.383,2.70E+09,51.623,2.70E+09,100.53,6.76E+08,101.62,6.66E+07,107.31,6.66E+07,100.45,6.64E+07,101.55
3.83E+08,26.6,6.80E+08,108.85,3.40E+07,101.07,3.57E+07,102.17,2.72E+09,106.1,2.72E+09,100.53,6.71E+07,98.855,6.68E+07,99.383,2.72E+09,50.076,2.72E+09,100.53,6.80E+08,101.62,6.70E+07,107.31,6.70E+07,100.45,6.68E+07,101.55
3.85E+08,26.1,6.84E+08,108.85,3.42E+07,101.07,3.59E+07,102.17,2.73E+09,106.1,2.73E+09,100.53,6.75E+07,98.855,6.72E+07,99.383,2.73E+09,49.062,2.73E+09,100.53,6.84E+08,101.62,6.74E+07,107.31,6.73E+07,100.45,6.72E+07,101.55
3.88E+08,25.6,6.88E+08,108.85,3.44E+07,101.07,3.61E+07,102.17,2.75E+09,106.1,2.75E+09,100.53,6.79E+07,98.855,6.76E+07,99.383,2.75E+09,47.381,2.75E+09,100.53,6.88E+08,101.62,6.78E+07,107.3,6.77E+07,100.45,6.76E+07,101.55
3.90E+08,25.1,6.91E+08,108.85,3.46E+07,101.07,3.63E+07,102.17,2.77E+09,106.1,2.77E+09,100.53,6.82E+07,98.855,6.80E+07,99.383,2.77E+09,45.887,2.77E+09,100.53,6.91E+08,101.62,6.82E+07,107.3,6.81E+07,100.45,6.80E+07,101.55
